song,artist_1,artist_id_1,genre_1,album,label,popularity,total_tracks,album_id,duration,date,date_album,imagen,url_song,artist_2,genre_2,artist_id_2,artist_3,genre_3,artist_id_3,artist_4,artist_id_4,genre_4,artist_5,artist_id_5,genre_5
Apache,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,174186,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/2SVFUYHqXWpDE6Uq61i1wb,none,none,none,none,none,none,none,none,none,none,none,none
Man of Mystery,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,121920,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/7mYOtF6BDxVNRgQeNKCD5X,none,none,none,none,none,none,none,none,none,none,none,none
The Frightened City,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,142626,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/3EVGHK5Z67qEcbCfgqy1cm,none,none,none,none,none,none,none,none,none,none,none,none
Guitar Tango,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,179826,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/4Om7MkLeggaDYg4WegTqol,none,none,none,none,none,none,none,none,none,none,none,none
Kon-Tiki,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,115226,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/7sNKbq16wS0ET7lYr0otdB,none,none,none,none,none,none,none,none,none,none,none,none
Foot Tapper,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,154866,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/6Rhrr1lVeXzG2cyozNJIH7,none,none,none,none,none,none,none,none,none,none,none,none
Genie with the Light Brown Lamp,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,160333,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/0F9cErZsPUOEwRPRS5MFf8,none,none,none,none,none,none,none,none,none,none,none,none
The War Lord,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,136466,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/3jfgSiZAH5CJvFn59m1HzB,none,none,none,none,none,none,none,none,none,none,none,none
A Place in the Sun,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,134066,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/2DWLHVPjIYTkOXX3WpFAzE,none,none,none,none,none,none,none,none,none,none,none,none
Atlantis,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,168053,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/1ugrQvWlb6fepRAIVOgu1C,none,none,none,none,none,none,none,none,none,none,none,none
Wonderful Land,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,123000,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/6GRbEcwTzl4yPOQe1aUlKb,none,none,none,none,none,none,none,none,none,none,none,none
F.B.I.,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,140866,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/3gA3pDQzfeaPl1ZEsPXdi5,none,none,none,none,none,none,none,none,none,none,none,none
The Savage,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,144013,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/1FFr74og30wPeo4jwDRHCq,none,none,none,none,none,none,none,none,none,none,none,none
Geronimo,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,139506,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/2dc7gf8U6yLc4dTCDb5V41,none,none,none,none,none,none,none,none,none,none,none,none
Shindig,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,137826,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/2gwYKbM2vKJBgoMtgENSjV,none,none,none,none,none,none,none,none,none,none,none,none
Stingray,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,149106,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/0Qq7uRuhp7yhPTbi3DlBeS,none,none,none,none,none,none,none,none,none,none,none,none
Theme for Young Lovers,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,158560,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/572SEs8XOkdgPf5JxsLPEV,none,none,none,none,none,none,none,none,none,none,none,none
The Rise and Fall of Flingel Bunt,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,166480,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/5qAOcVQciH2ocOZoWLe373,none,none,none,none,none,none,none,none,none,none,none,none
Maroc 7,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,164160,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/2EionTxZ2AlyFzR48oO6GV,none,none,none,none,none,none,none,none,none,none,none,none
Dance On,The Shadows,03hfAxVdAWj7kxDnSG0fLD,"british invasion, rock-and-roll",20 Golden Greats,Parlophone UK,32.0,20,1pOphleD93KH6r6l8pRvgu,143440,2023-04-18T16:36:32Z,1977-02-04,https://i.scdn.co/image/ab67616d0000b273c513093a95dcd38a683354ad,https://open.spotify.com/track/0IW678t7hYsFNHgWIRGADK,none,none,none,none,none,none,none,none,none,none,none,none
Hear My Train A Comin' (Acoustic),Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,185853,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/5H7FF15O9yujsj79WGSF3w,none,none,none,none,none,none,none,none,none,none,none,none
Born Under a Bad Sign,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,457600,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/1HbOlAS9kF9d5j7WNQbin9,none,none,none,none,none,none,none,none,none,none,none,none
Red House,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,223906,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/1ska3YnfMLiOJ6YH7EpZa9,none,none,none,none,none,none,none,none,none,none,none,none
Catfish Blues,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,467426,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/3lnavfgHUTrxdRqcPmhqUA,none,none,none,none,none,none,none,none,none,none,none,none
Voodoo Chile Blues,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,528133,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/2z34AUAlDL5ZVjZpCNqwD1,none,none,none,none,none,none,none,none,none,none,none,none
Mannish Boy,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,321800,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/5vZOZXF9p5v2ttJKk5Vo0L,none,none,none,none,none,none,none,none,none,none,none,none
Once I Had a Woman,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,469600,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/2AtnrJEq48pGhlpgS59akM,none,none,none,none,none,none,none,none,none,none,none,none
Bleeding Heart,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,206866,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/5vaBrNtOzDvcHmcpv52A3x,none,none,none,none,none,none,none,none,none,none,none,none
Jam 292,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,384733,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/0Vck4lRQnl859KuSDrLczH,none,none,none,none,none,none,none,none,none,none,none,none
Electric Church Red House,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,373000,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/32mPKymSO6MZQ8BuYVERXM,none,none,none,none,none,none,none,none,none,none,none,none
Hear My Train A Comin' (Electric),Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",Blues,Legacy Recordings,52.0,11,6kvCH4eS92QkpBNdTmjLEz,729053,2023-04-18T16:37:46Z,1994-04-18,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,https://open.spotify.com/track/3cb9hcFSChrzfSEGroJ7oW,none,none,none,none,none,none,none,none,none,none,none,none
Break on Through (To the Other Side),The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,145866,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/1OdO2milIwmQTkIkLZyPo0,none,none,none,none,none,none,none,none,none,none,none,none
Strange Days,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,186560,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/725AWInHCvJ2XJPp1M85Y5,none,none,none,none,none,none,none,none,none,none,none,none
Shaman's Blues,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,287600,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/0madgZ6OBKT5sHVJaMsViK,none,none,none,none,none,none,none,none,none,none,none,none
Love Street,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,169533,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/2x50gHKEj1tCbkrvx4W6ip,none,none,none,none,none,none,none,none,none,none,none,none
Peace Frog / Blue Sunday,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,300213,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/7lWXffcApqBGfR7omq52gb,none,none,none,none,none,none,none,none,none,none,none,none
The WASP (Texas Radio and the Big Beat),The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,253973,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/1pe4UM2QdYyEDZbjeVStwM,none,none,none,none,none,none,none,none,none,none,none,none
End of the Night,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,170693,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/4Mq74MT5PDd54XmDlThEeC,none,none,none,none,none,none,none,none,none,none,none,none
Love Her Madly,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,198466,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/3zp8laaNlUWucUCykQtKW1,none,none,none,none,none,none,none,none,none,none,none,none
Spanish Caravan,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,178306,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/5QLtE48DmxWlNObx4fk7KJ,none,none,none,none,none,none,none,none,none,none,none,none
Ship of Fools,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,188506,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/0s0KgQFNSQ9w8grjy39OuK,none,none,none,none,none,none,none,none,none,none,none,none
The Spy,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,255600,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/7uVPQhePu1GaJmQJ9PxgGN,none,none,none,none,none,none,none,none,none,none,none,none
The End,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,703373,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/4uhCALtN1bx7G88mNsHiQm,none,none,none,none,none,none,none,none,none,none,none,none
Take It as It Comes,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,134933,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/5KpqljfLiEfLplZbLUYtW1,none,none,none,none,none,none,none,none,none,none,none,none
Runnin' Blue,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,146026,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/0L6bhk8A0j9KoDb9ttTe3v,none,none,none,none,none,none,none,none,none,none,none,none
L.A. Woman,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,471160,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/56bcdOEMTaUKKtZhusyuOy,none,none,none,none,none,none,none,none,none,none,none,none
Five to One,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,264960,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/7pagl1kPuvDQQJ2e1j32gO,none,none,none,none,none,none,none,none,none,none,none,none
Who Scared You,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,231946,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/5O9OEzLkbM0xJRB83ydZd2,none,none,none,none,none,none,none,none,none,none,none,none
(You Need Meat) Don't Go No Further,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,221146,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/4tXaOxgfCzuiZoDwzQF4nh,none,none,none,none,none,none,none,none,none,none,none,none
Riders on the Storm,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,434720,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/6AXKPRFweBWMJaNEaqhjp3,none,none,none,none,none,none,none,none,none,none,none,none
Maggie M'Gill,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,264333,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/6ML8y1zPBEmlvUDoE17nhO,none,none,none,none,none,none,none,none,none,none,none,none
Horse Latitudes,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,95226,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/1vNFXH6sMqZCDvyhQ2ktTH,none,none,none,none,none,none,none,none,none,none,none,none
When the Music's Over,The Doors,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",Weird Scenes Inside the Gold Mine,Rhino/Elektra,34.0,22,7tMMfznXbHwWIsy0iCMtVW,659266,2023-04-18T16:39:11Z,1972,https://i.scdn.co/image/ab67616d0000b2739ecca429032a6c81a9422b44,https://open.spotify.com/track/2R6s0eVaUzA7b7v8um9ui6,none,none,none,none,none,none,none,none,none,none,none,none
"Hallelujah, I Love Her So",Joe Sample,4H2b90USTVSstPktwUsDZE,"jazz funk, jazz piano, smooth jazz",Swing Street Cafe,Verve Reissues,15.0,8,0purzuVcRoYo0YU6RESuO4,301253,2023-04-18T16:41:27Z,1981,https://i.scdn.co/image/ab67616d0000b2732a334d33763a9c6b61c2c288,https://open.spotify.com/track/5AvYG5wYa9MriySqlO6I9r,David T. Walker,jazz blues,2XFFw5lrnmJmnT9CmsPpGy,none,none,none,none,none,none,none,none,none
Rockhouse,Joe Sample,4H2b90USTVSstPktwUsDZE,"jazz funk, jazz piano, smooth jazz",Swing Street Cafe,Verve Reissues,15.0,8,0purzuVcRoYo0YU6RESuO4,219906,2023-04-18T16:41:27Z,1981,https://i.scdn.co/image/ab67616d0000b2732a334d33763a9c6b61c2c288,https://open.spotify.com/track/1eZjzWLkc8JdcAPBgqdn9O,David T. Walker,jazz blues,2XFFw5lrnmJmnT9CmsPpGy,none,none,none,none,none,none,none,none,none
Honest I Do,Joe Sample,4H2b90USTVSstPktwUsDZE,"jazz funk, jazz piano, smooth jazz",Swing Street Cafe,Verve Reissues,15.0,8,0purzuVcRoYo0YU6RESuO4,209040,2023-04-18T16:41:27Z,1981,https://i.scdn.co/image/ab67616d0000b2732a334d33763a9c6b61c2c288,https://open.spotify.com/track/6ORMsli2vY7BLoFGhX9pjx,David T. Walker,jazz blues,2XFFw5lrnmJmnT9CmsPpGy,none,none,none,none,none,none,none,none,none
Next Time U See Me,Joe Sample,4H2b90USTVSstPktwUsDZE,"jazz funk, jazz piano, smooth jazz",Swing Street Cafe,Verve Reissues,15.0,8,0purzuVcRoYo0YU6RESuO4,295293,2023-04-18T16:41:27Z,1981,https://i.scdn.co/image/ab67616d0000b2732a334d33763a9c6b61c2c288,https://open.spotify.com/track/2m8G2NF66UePG0lhIHOLma,David T. Walker,jazz blues,2XFFw5lrnmJmnT9CmsPpGy,none,none,none,none,none,none,none,none,none
Woke Up This Morning,Joe Sample,4H2b90USTVSstPktwUsDZE,"jazz funk, jazz piano, smooth jazz",Swing Street Cafe,Verve Reissues,15.0,8,0purzuVcRoYo0YU6RESuO4,256560,2023-04-18T16:41:27Z,1981,https://i.scdn.co/image/ab67616d0000b2732a334d33763a9c6b61c2c288,https://open.spotify.com/track/6qSGCkCTZjWnz2ncBXqc9I,David T. Walker,jazz blues,2XFFw5lrnmJmnT9CmsPpGy,none,none,none,none,none,none,none,none,none
C.C. Rider,Joe Sample,4H2b90USTVSstPktwUsDZE,"jazz funk, jazz piano, smooth jazz",Swing Street Cafe,Verve Reissues,15.0,8,0purzuVcRoYo0YU6RESuO4,255586,2023-04-18T16:41:27Z,1981,https://i.scdn.co/image/ab67616d0000b2732a334d33763a9c6b61c2c288,https://open.spotify.com/track/4TrfbTC5FcMdCUJu7OTI6u,David T. Walker,jazz blues,2XFFw5lrnmJmnT9CmsPpGy,none,none,none,none,none,none,none,none,none
Honky Tonk,Joe Sample,4H2b90USTVSstPktwUsDZE,"jazz funk, jazz piano, smooth jazz",Swing Street Cafe,Verve Reissues,15.0,8,0purzuVcRoYo0YU6RESuO4,315200,2023-04-18T16:41:27Z,1981,https://i.scdn.co/image/ab67616d0000b2732a334d33763a9c6b61c2c288,https://open.spotify.com/track/5EGUvCmDUXdtNFF5L4Veq0,David T. Walker,jazz blues,2XFFw5lrnmJmnT9CmsPpGy,none,none,none,none,none,none,none,none,none
